dataset,classifier,split,method,selection_metric,validation_score,test_accuracy,test_macro_f1,n_selected,selected_features,n_evaluated_subsets,time_sec
ionosphere,knn5,1,sbs,macro_f1,0.9228521332554063,0.7727272727272727,0.7206349206349206,33,"f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f29,f30,f31,f32,f33,f34",68,0.5601798000279814
ionosphere,knn5,1,random,accuracy,0.9545454545454546,0.8863636363636364,0.8714202220923437,4,"f5,f10,f12,f34",1156,5.969168299983721
ionosphere,knn5,1,random,macro_f1,0.9485680888369374,0.8863636363636364,0.8714202220923437,4,"f5,f10,f12,f34",1156,7.35429839999415
ionosphere,knn5,2,baseline,none,,0.875,0.851510967939868,34,"f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34",0,0.01090480003040284
ionosphere,knn5,2,sfs,accuracy,0.9204545454545454,0.8068181818181818,0.7596014783866303,2,"f25,f4",99,0.29992640001000836
ionosphere,knn5,2,sfs,macro_f1,0.9091847265221877,0.8295454545454546,0.7929411764705883,3,"f25,f4,f16",130,0.5546629999880679
ionosphere,knn5,2,sbs,accuracy,0.8863636363636364,0.8636363636363636,0.8362282878411911,32,"f1,f2,f3,f4,f6,f7,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34",100,0.6767259999760427
ionosphere,knn5,2,sbs,macro_f1,0.8664238008500303,0.8636363636363636,0.8362282878411911,32,"f1,f2,f3,f4,f6,f7,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34",100,0.8131454999675043
ionosphere,knn5,2,random,accuracy,0.9318181818181818,0.9204545454545454,0.910763436187165,5,"f1,f5,f8,f28,f34",1156,6.0750102999736555
ionosphere,knn5,2,random,macro_f1,0.9214285714285715,0.9204545454545454,0.910763436187165,5,"f1,f5,f8,f28,f34",1156,7.452853600028902
ionosphere,knn5,3,baseline,none,,0.8636363636363636,0.8362282878411911,34,"f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34",0,0.008580300025641918
ionosphere,knn5,3,sfs,accuracy,0.9545454545454546,0.8977272727272727,0.8870990734141126,3,"f5,f16,f11",130,0.40372450003633276
ionosphere,knn5,3,sfs,macro_f1,0.9485680888369374,0.8977272727272727,0.8870990734141126,3,"f5,f16,f11",130,0.5562289000372402
ionosphere,knn5,3,sbs,accuracy,0.8636363636363636,0.8636363636363636,0.8362282878411911,32,"f1,f2,f3,f4,f5,f7,f8,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34",100,0.6693997000111267
