dataset,classifier,split,method,selection_metric,validation_score,test_accuracy,test_macro_f1,n_selected,selected_features,n_evaluated_subsets,time_sec
ionosphere,knn5,3,sbs,macro_f1,0.8397085610200364,0.8636363636363636,0.8362282878411911,32,"f1,f2,f3,f4,f5,f7,f8,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34",100,0.8002280999789946
ionosphere,knn5,3,random,accuracy,0.8977272727272727,0.8522727272727273,0.8205490196078431,7,"f3,f13,f14,f15,f16,f18,f32",1156,5.972926800022833
ionosphere,knn5,3,random,macro_f1,0.8832375055285272,0.9090909090909091,0.8971361776738749,5,"f3,f7,f8,f11,f33",1156,7.404946500028018
ionosphere,knn5,4,baseline,none,,0.8863636363636364,0.8664238008500303,34,"f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34",0,0.009253799973521382
ionosphere,knn5,4,sfs,accuracy,0.9204545454545454,0.8636363636363636,0.8482758620689655,3,"f32,f3,f10",130,0.42127990000881255
ionosphere,knn5,4,sfs,macro_f1,0.9091847265221877,0.8068181818181818,0.775206611570248,3,"f32,f3,f24",130,0.5573495000135154
ionosphere,knn5,4,sbs,accuracy,0.8181818181818182,0.8863636363636364,0.8690476190476191,32,"f1,f2,f3,f5,f6,f7,f8,f9,f10,f11,f12,f13,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34",100,0.6811196000198834
ionosphere,knn5,4,sbs,macro_f1,0.7708333333333333,0.8863636363636364,0.8690476190476191,32,"f1,f2,f3,f5,f6,f7,f8,f9,f10,f11,f12,f13,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34",100,0.850628099986352
ionosphere,knn5,4,random,accuracy,0.9318181818181818,0.8863636363636364,0.8714202220923437,4,"f3,f6,f10,f19",1156,7.140771700011101
ionosphere,knn5,4,random,macro_f1,0.9228521332554063,0.8863636363636364,0.8714202220923437,4,"f3,f6,f10,f19",1156,8.532586899993476
ionosphere,knn5,5,baseline,none,,0.7840909090909091,0.7242289295728187,34,"f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34",0,0.010605599964037538
ionosphere,knn5,5,sfs,accuracy,0.9659090909090909,0.8636363636363636,0.8428571428571429,3,"f6,f29,f4",130,0.4453108999878168
ionosphere,knn5,5,sfs,macro_f1,0.9617557583659279,0.8636363636363636,0.8428571428571429,3,"f6,f29,f4",130,0.8046035000006668
ionosphere,knn5,5,sbs,accuracy,0.8636363636363636,0.7840909090909091,0.7242289295728187,32,"f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33",100,0.9513772000209428
ionosphere,knn5,5,sbs,macro_f1,0.8362282878411911,0.7840909090909091,0.7242289295728187,32,"f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33",100,0.9316889999900013
ionosphere,knn5,5,random,accuracy,0.9204545454545454,0.8181818181818182,0.7942723553477499,2,"f6,f16",1156,6.960249299998395
ionosphere,knn5,5,random,macro_f1,0.9074380165289255,0.8181818181818182,0.7942723553477499,2,"f6,f16",1156,8.140686800004914
ionosphere,knn5,6,baseline,none,,0.7954545454545454,0.7485714285714286,34,"f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34",0,0.010025700030382723
ionosphere,knn5,6,sfs,accuracy,0.9772727272727273,0.8181818181818182,0.781637717121588,4,"f14,f13,f9,f32",160,0.59660009999061
ionosphere,knn5,6,sfs,macro_f1,0.8902286902286902,0.7840909090909091,0.7577864696508765,2,"f30,f7",99,0.5250856999773532
ionosphere,knn5,6,sbs,accuracy,0.8636363636363636,0.7954545454545454,0.7485714285714286,33,"f1,f2,f3,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34",68,0.5165306000271812
